Dialogue_id	Utterance_id	Text	Label	Start_timestamp	End_timestamp	Source	speakername
45	2	i know we don't specifically promise no dead bodies, but we shouldn't have to.	Explain	00:04:29,519	00:04:33,991	superstore	Glenn
45	3	fine, just don't go touching the body.	Inform	00:04:34,024	00:04:36,326	superstore	Dina
45	4	i wasn't going to.	UNK	00:04:36,359	00:04:37,961	superstore	Jonah
45	5	no, i just wouldn't do that.	Oppose	00:04:39,362	00:04:41,231	superstore	Jonah
45	6	uh, because i said you can't.	Explain	00:04:41,264	00:04:42,900	superstore	Dina
45	7	why would i'm gonna let you have this one.	UNK	00:04:42,933	00:04:45,235	superstore	Jonah
45	8	all right, well, that should hold.	Agree	00:04:46,904	00:04:49,239	superstore	Glenn
45	9	is this worse?	Doubt	00:04:55,178	00:04:56,947	superstore	Glenn
45	10	i feel like it is.	UNK	00:04:56,980	00:04:58,849	superstore	Glenn
48	0	like he's a dead employee.	Joke	00:07:34,704	00:07:36,339	superstore	superstore person1
48	1	no.	Oppose	00:07:37,674	00:07:39,142	superstore	Glenn
48	2	this is not a halloween display.	Oppose	00:07:39,176	00:07:41,378	superstore	Glenn
48	3	you crack me up.	UNK	00:07:43,981	00:07:45,348	superstore	Dina
48	4	it must be so much fun working there.	UNK	00:07:45,382	00:07:47,350	superstore	Dina
48	5	okay, talk to you later.	UNK	00:07:47,384	00:07:49,286	superstore	Dina
48	6	that was the coroner's office.	Inform	00:07:49,319	00:07:51,021	superstore	Dina
48	7	who cares? they're all the same.	UNK	00:07:54,992	00:07:56,426	superstore	Dina
48	8	the point is, they're not gonna be here for a while.	Emphasize	00:07:56,459	00:07:58,728	superstore	Dina
48	9	oh, come on.	Complain	00:07:58,761	00:08:00,097	superstore	Glenn
48	10	i don't know, jodi.	UNK	00:08:03,000	00:08:04,467	superstore	Dina
48	11	i didn't ask the man every little question in the world.	UNK	00:08:04,501	00:08:06,369	superstore	Dina
49	0	oh, thanks.	Thank	00:08:32,162	00:08:34,131	superstore	Kelly
49	1	so, uh...	UNK	00:08:37,067	00:08:39,269	superstore	Kelly
49	2	i thought you took your lunch break already?	UNK	00:08:44,174	00:08:45,708	superstore	Jonah
49	3	what do we got here, the lunch police?	Joke	00:08:45,742	00:08:47,477	superstore	Amy
49	4	take me downtown, officer bumblebee.	Joke	00:08:49,179	00:08:50,780	superstore	Amy
49	5	kelly, could you jump on register four?	Arrange	00:08:54,317	00:08:56,419	superstore	Amy
49	6	yeah.	Acknowledge	00:09:05,362	00:09:07,464	superstore	Amy
49	7	sure, no, yeah. i, um...	UNK	00:09:07,497	00:09:09,432	superstore	Kelly
49	8	i guess i can eat this on the way.	Leave	00:09:09,466	00:09:12,102	superstore	Kelly
49	9	yup, that's why they're made to go.	Explain	00:09:12,135	00:09:15,072	superstore	Amy
49	10	uh oh, phone police.	Joke	00:09:18,508	00:09:20,510	superstore	Amy
49	11	you'll never take me alive.	Leave	00:09:22,345	00:09:24,047	superstore	Amy
50	1	there is something there that is extremely disturbing, and it may frighten you.	Inform	00:09:41,498	00:09:46,769	superstore	Glenn
50	3	they're going the wrong way. yeah.	UNK	00:09:51,774	00:09:53,743	superstore	Glenn
50	4	please, listen to me.	Inform	00:09:57,280	00:09:59,249	superstore	Glenn
50	5	the housewares section is very, very scary.	Inform	00:09:59,282	00:10:03,086	superstore	Glenn
50	6	it will give you nightmares.	Warn	00:10:03,120	00:10:05,222	superstore	Glenn
50	7	turn back before it's too late.	Warn	00:10:05,255	00:10:07,357	superstore	Glenn
50	8	no. no, no.	Oppose	00:10:22,439	00:10:24,441	superstore	Jonah
50	9	you've been warned.	Inform	00:10:24,474	00:10:25,808	superstore	Glenn
50	10	okay.	Acknowledge	00:10:25,842	00:10:26,876	superstore	Jonah
52	0	with sal's passport?	Taunt	00:11:16,393	00:11:18,328	superstore	Nico
52	1	i am a master at make up.	Flaunt	00:11:18,361	00:11:20,230	superstore	Cheyenne
52	2	if i can make elias look like dame edna, i can make you look like sal.	Flaunt	00:11:20,263	00:11:24,467	superstore	Cheyenne
52	3	wait, why did elias want to be dame edna?	Doubt	00:11:24,501	00:11:26,369	superstore	Nico
52	4	i mean...	UNK	00:11:28,271	00:11:29,606	superstore	Nico
52	5	although me just being here is illegal so it kind of cancels out.	Explain	00:11:31,374	00:11:35,278	superstore	Nico
52	6	i think...we should...	Agree	00:11:37,347	00:11:39,482	superstore	Nico
52	7	oh, my god, this is going to be so fun.	UNK	00:11:41,384	00:11:43,453	superstore	Cheyenne
52	8	we agreed on a kitty cat.	Complain	00:11:46,223	00:11:47,524	superstore	superstore person1
52	9	she is a kitty cat.	UNK	00:11:47,557	00:11:49,592	superstore	Cheyenne
53	0	she saw the match before i could get her phone.	Inform	00:12:04,574	00:12:06,876	superstore	Amy
53	1	oh, okay, we need to  freaky friday  this.	Joke	00:12:06,909	00:12:08,611	superstore	Garrett
53	2	you need to find a cursed object, have a whirlwind romance with her, but then learn an important life lesson.	Advise	00:12:08,645	00:12:14,251	superstore	Garrett
53	3	oh, no.	UNK	00:12:18,388	00:12:19,589	superstore	Amy
53	4	she sent him a wink.	Inform	00:12:19,622	00:12:20,990	superstore	Amy
53	5	i know it's you, amy. it's all cool.	UNK	00:12:29,299	00:12:30,267	superstore	Amy
53	6	i have to squash this before jonah finds out.	UNK	00:12:32,502	00:12:34,637	superstore	Amy
53	7	yeah, as long as they never run into each other in the store they both work in.	Agree	00:12:52,289	00:12:55,692	superstore	Garrett
53	8	there are, like, dozens of aisles.	UNK	00:12:57,560	00:13:00,530	superstore	Amy
56	0	you seem good.	Care	00:15:42,725	00:15:44,727	superstore	Kelly
56	1	i had a bar this morning with like 20 grams of protein.	Explain	00:15:46,195	00:15:49,031	superstore	Jonah
56	2	no, no listen to your body.	Oppose	00:15:50,467	00:15:51,668	superstore	Kelly
56	3	yeah.	Agree	00:15:51,701	00:15:53,202	superstore	Jonah
56	4	oh, no, no, i'm fine.	Oppose	00:15:54,737	00:15:56,539	superstore	Jonah
56	5	yes.	Agree	00:15:57,840	00:15:59,709	superstore	Kelly
56	6	you are so strong.	Praise	00:15:59,742	00:16:02,445	superstore	Kelly
56	7	and i also think you are so brave.	Praise	00:16:02,479	00:16:05,214	superstore	Kelly
56	8	thank you.	Thank	00:16:05,247	00:16:07,083	superstore	Jonah
57	0	so you'll have to do the make up yourself for the trip back.	Inform	00:16:07,116	00:16:11,020	superstore	Cheyenne
57	1	or you could just stay like this the whole time.	Advise	00:16:11,053	00:16:13,122	superstore	Cheyenne
57	2	what? i was just saying she had really great skin.	Explain	00:16:20,797	00:16:24,200	superstore	superstore person2
57	3	huh.	UNK	00:16:24,233	00:16:25,668	superstore	Cheyenne
57	4	uh huh. sure.	UNK	00:16:33,843	00:16:35,144	superstore	superstore person2
57	5	that's stupid.	Taunt	00:16:39,048	00:16:41,584	superstore	superstore person2
57	6	i just think it feels really good and firm on my tongue.	Explain	00:16:44,854	00:16:48,658	superstore	superstore person2
58	0	i don't know why you don't have a gurney.	UNK	00:16:49,692	00:16:51,761	superstore	Dina
58	1	yeah, i was gonna get one, but they're like a hundred bucks.	Explain	00:16:51,794	00:16:54,230	superstore	superstore person3
58	2	ah, budget cuts.	UNK	00:16:54,263	00:16:56,032	superstore	Dina
58	3	thank you, governor greitens.	Thank	00:16:56,065	00:16:57,767	superstore	Dina
58	4	so where am i supposed to put thing?	UNK	00:16:57,800	00:16:59,836	superstore	superstore person3
58	5	well, where you normally put it.	UNK	00:16:59,869	00:17:02,839	superstore	Glenn
58	6	i guess i could put it on my lawn.	Advise	00:17:02,872	00:17:05,608	superstore	superstore person3
58	7	i guess.	UNK	00:17:05,642	00:17:06,743	superstore	Glenn
58	8	chuck, what are you doing?	Care	00:17:06,776	00:17:08,110	superstore	superstore person4
58	9	hummus?	UNK	00:17:09,679	00:17:11,213	superstore	Glenn
60	0	how could i humiliate you?	Doubt	00:17:47,950	00:17:48,918	superstore	Jonah
60	1	i barely talk to you.	Explain	00:17:48,951	00:17:49,919	superstore	Jonah
60	2	hey, guys.	Greet	00:17:49,952	00:17:51,053	superstore	Amy
60	4	you know what, kelly, i feel like i cut your break short.	Apologise	00:17:52,121	00:17:55,124	superstore	Amy
60	5	this guy's playing mind games with me all day.	Criticize	00:17:58,728	00:18:01,698	superstore	Kelly
60	6	i would never do that.	Oppose	00:18:01,731	00:18:02,999	superstore	Jonah
60	7	i'm an ally.	Emphasize	00:18:03,032	00:18:04,200	superstore	Jonah
60	8	then explain all those texts!	UNK	00:18:04,233	00:18:06,002	superstore	Kelly
60	9	i never texted you.	Oppose	00:18:06,035	00:18:08,838	superstore	Jonah
60	10	stop lying!	Prevent	00:18:08,871	00:18:11,741	superstore	Kelly
60	11	it was me. i did it.	Explain	00:18:15,945	00:18:16,946	superstore	Amy
60	12	i took jonah's phone, and i was messing around.	Explain	00:18:16,979	00:18:19,181	superstore	Amy
60	13	and i accidently swiped right, and i just couldn't stop myself.	Explain	00:18:19,215	00:18:22,284	superstore	Amy
60	14	and garrett had something to do with it too.	Inform	00:18:22,318	00:18:23,986	superstore	Amy
60	15	oh.	UNK	00:18:43,906	00:18:45,241	superstore	Amy
60	16	you that...	UNK	00:18:47,076	00:18:49,779	superstore	Amy
61	0	uh, you know, it's fine.	Comfort	00:19:07,163	00:19:09,732	superstore	superstore person2
61	1	we have a nine right here.	UNK	00:19:09,766	00:19:12,034	superstore	superstore person2
61	2	what are you doing?	UNK	00:19:16,372	00:19:18,741	superstore	superstore person1
61	3	i'm sorry.	Apologise	00:19:18,775	00:19:20,009	superstore	superstore person2
61	4	oh, god. uh...	Leave	00:19:21,310	00:19:24,747	superstore	superstore person2
