index,oEffect,oReact,oWant,xAttr,xEffect,xIntent,xNeed,xReact,xWant
dia1125_utt5,['none'],['none'],['none'],['lonely'],['none'],['none'],['none'],['sad'],['to be alone']
dia1125_utt6,['none'],['none'],['none'],['rude'],['none'],['none'],['none'],['annoyed'],['to get away with it']
dia1125_utt7,['none'],['none'],['none'],['unskilled'],['none'],['none'],['none'],['sad'],['to get a new job']
dia1125_utt8,['none'],['none'],['none'],['stubborn'],['gets yelled at'],['to be left alone'],['none'],['relieved'],['to be left alone']
dia1125_utt9,['none'],['none'],['none'],['nervous'],['none'],['none'],['none'],['nervous'],['to get away from him']
dia1125_utt12,['none'],['none'],['none'],['curious'],['none'],['to be nice'],['none'],['satisfied'],['to see what it is']
dia1125_utt13,['none'],['none'],['none'],['observant'],['none'],['none'],['none'],['interested'],['to see what it is']
dia1125_utt14,['none'],['none'],['none'],['mean'],['none'],['to be mean'],['none'],['satisfied'],['to be a jerk']
dia1125_utt15,['none'],['none'],['none'],['curious'],['none'],['none'],['to have a tape'],['happy'],['to record it']
dia1125_utt17,['none'],['none'],['none'],['patient'],['none'],['to be patient'],['none'],['satisfied'],['to be patient']
dia1125_utt18,['none'],['none'],['none'],['helpful'],['none'],['to be helpful'],['to be in a meeting'],['happy'],['to get a drink']
dia1125_utt19,['none'],['none'],['none'],['fast'],['gets sweaty'],['to get there faster'],['to be in a hurry'],['fast'],['to get there faster']
dia1128_utt0,['none'],['none'],['none'],['determined'],['none'],['to be a better singer'],['none'],['sad'],['to get a better chance']
dia1128_utt2,['none'],['none'],['none'],['creative'],['none'],['to be a singer'],['to have a pen'],['happy'],['to write songs']
dia1128_utt3,['none'],['none'],['none'],['immoral'],['gets arrested'],['to be a pervert'],['to be in a parade'],['happy'],['to have fun']
dia1128_utt4,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia1128_utt5,['none'],['none'],['none'],['religious'],['none'],['none'],['none'],['good'],['to be a good person']
dia1128_utt7,['none'],['none'],['none'],['thoughtful'],['none'],['to be a good person'],['none'],['good'],['to be right']
dia1135_utt0,['none'],['mad'],['none'],['mean'],['none'],['none'],['none'],['mad'],['to get back at me']
dia1135_utt1,['none'],['none'],['none'],['forgetful'],['none'],['none'],['none'],['happy'],['to be a good listener']
dia1135_utt2,['none'],['none'],['none'],['sick'],['is late for work'],['none'],['none'],['sad'],['to go home']
dia1135_utt3,['none'],['none'],['none'],['sick'],['is late for work'],['none'],['none'],['sad'],['to go home']
dia1135_utt4,['none'],['none'],['none'],['careless'],['none'],['none'],['none'],['surprised'],['to make sure they are ok']
dia1135_utt5,['none'],['none'],['none'],['curious'],['none'],['to have a nice dessert'],['none'],['happy'],['to eat dessert']
dia1135_utt6,['none'],['none'],['none'],['sorry'],['none'],['none'],['none'],['sorry'],['to make it up']
dia1135_utt8,['none'],['none'],['none'],['aloof'],['none'],['none'],['none'],['sad'],['to leave']
dia1135_utt9,['none'],['none'],['none'],['smart'],['none'],['none'],['none'],['satisfied'],['to be successful']
dia1135_utt10,['none'],['none'],['none'],['caring'],['none'],['none'],['none'],['sad'],['to be a good parent']
dia1135_utt11,['none'],['none'],['none'],['playful'],['none'],['to have fun'],['to buy a ticket'],['happy'],['to see animals']
dia1135_utt12,['none'],['none'],['none'],['sick'],['none'],['to be alone'],['none'],['sad'],['to go home']
dia1135_utt13,['none'],['none'],['none'],['sick'],['none'],['none'],['none'],['sad'],['to cry']
dia1135_utt14,['none'],['none'],['none'],['brave'],['gets a new experience'],['to be a better person'],['none'],['happy'],['to be successful']
dia1135_utt15,['none'],['none'],['none'],['determined'],['none'],['to be successful'],['none'],['happy'],['to be successful']
dia1135_utt16,['none'],['none'],['none'],['rude'],['none'],['to be heard'],['none'],['happy'],['to get away from the situation']
dia1135_utt17,['none'],['none'],['none'],['mean'],['none'],['none'],['none'],['sad'],['to be alone']
dia1135_utt18,['none'],['none'],['none'],['irresponsible'],['none'],['none'],['none'],['ashamed'],['to be a better person']
dia1135_utt19,['none'],['none'],['to be left alone'],['selfish'],['none'],['to be selfish'],['none'],['superior'],['to be a better person']
dia1135_utt20,['none'],['none'],['none'],['creative'],['none'],['to be a leader'],['none'],['happy'],['to give them a name']
dia1135_utt21,['none'],['none'],['none'],['predictable'],['none'],['none'],['none'],['happy'],['to be successful']
dia1135_utt22,['none'],['none'],['none'],['poor'],['none'],['none'],['none'],['sad'],['to get a job']
dia1135_utt23,['none'],['sad'],['to get back at personx'],['mean'],['gets caught'],['to be mean'],['to be in school'],['guilty'],['to get away with it']
dia1135_utt24,['none'],['none'],['none'],['hurt'],['none'],['none'],['none'],['sad'],['to apologize']
dia1135_utt25,['none'],['happy'],['to kiss personx'],['romantic'],['gets kissed'],['to be with me'],['to be dating me'],['happy'],['to kiss']
dia1135_utt26,['none'],['none'],['to go to the party'],['excited'],['none'],['none'],['none'],['happy'],['to go to the party']
dia1135_utt28,['none'],['none'],['none'],['lazy'],['none'],['none'],['none'],['satisfied'],['to get a drink']
dia1135_utt29,['none'],['none'],['none'],['mean'],['gets punched'],['to be mean'],['none'],['superior'],['to apologize']
dia1135_utt30,['none'],['none'],['none'],['loving'],['none'],['none'],['none'],['happy'],['to have a baby']
dia1135_utt31,['none'],['none'],['none'],['careless'],['none'],['none'],['none'],['ashamed'],['to stop']
dia1135_utt32,['none'],['none'],['none'],['organized'],['none'],['to clean up'],['to pick up the plates'],['satisfied'],['to clean up']
dia1135_utt33,['none'],['none'],['none'],['smart'],['none'],['to be correct'],['none'],['satisfied'],['to be successful']
dia1135_utt34,['none'],['none'],['none'],['careless'],['none'],['none'],['none'],['happy'],['to be done']
dia1135_utt35,['none'],['none'],['none'],['careless'],['none'],['to be annoying'],['none'],['silly'],['to get rid of them']
dia1135_utt36,['none'],['none'],['none'],['mean'],['gets yelled at'],['to be mean'],['to be hungry'],['satisfied'],['to eat']
dia1135_utt38,['none'],['none'],['none'],['immature'],['none'],['none'],['none'],['sad'],['to be left alone']
dia1135_utt39,['none'],['none'],['none'],['smart'],['none'],['none'],['none'],['happy'],['to be successful']
dia1135_utt40,['none'],['none'],['to cry'],['mean'],['none'],['to be mean'],['none'],['guilty'],['to apologize']
dia1135_utt41,['none'],['none'],['none'],['skilled'],['none'],['none'],['none'],['proud'],['to be successful']
dia1135_utt42,['none'],['none'],['to be free'],['responsible'],['none'],['to be a good person'],['none'],['sad'],['to be a good person']
dia1135_utt43,['none'],['none'],['none'],['grateful'],['none'],['to show appreciation'],['none'],['happy'],['to be thankful']
dia1135_utt44,['none'],['none'],['to thank personx'],['greedy'],['none'],['to be a good sport'],['to be in a relationship'],['happy'],['to get a new job']
dia1135_utt45,['none'],['none'],['none'],['greedy'],['none'],['to be mean'],['none'],['annoyed'],['to get away from someone']
dia1135_utt46,['none'],['none'],['none'],['capable'],['none'],['none'],['none'],['happy'],['to be a good person']
dia1135_utt47,['none'],['none'],['none'],['beautiful'],['none'],['none'],['none'],['happy'],['to show off']
dia1135_utt48,['none'],['none'],['none'],['eager'],['none'],['to eat'],['to get in the car'],['satisfied'],['to eat']
dia1135_utt49,['none'],['none'],['none'],['hungry'],['none'],['none'],['none'],['full'],['to eat pie']
dia1135_utt50,['none'],['none'],['none'],['careless'],['none'],['none'],['none'],['indifferent'],['to be left alone']
dia1135_utt51,['none'],['none'],['none'],['frustrated'],['none'],['none'],['none'],['sad'],['to apologize']
dia1135_utt52,['none'],['none'],['none'],['careless'],['gets hurt'],['none'],['none'],['upset'],['to regain control']
dia1135_utt53,['none'],['none'],['none'],['sorry'],['none'],['none'],['none'],['sorry'],['to apologize']
dia1135_utt54,['none'],['none'],['none'],['determined'],['none'],['none'],['none'],['proud'],['to be successful']
dia1135_utt55,['none'],['none'],['none'],['confident'],['none'],['to be successful'],['none'],['happy'],['to be successful']
dia1135_utt56,['none'],['sad'],['none'],['dead'],['none'],['none'],['none'],['sad'],['to be the best']
dia1135_utt57,['none'],['none'],['none'],['responsible'],['none'],['to clean up'],['to get the plates'],['satisfied'],['to clean up']
dia1135_utt58,['none'],['none'],['none'],['cautious'],['none'],['none'],['none'],['none'],['to eat']
dia1135_utt59,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to be successful']
dia1135_utt60,['none'],['none'],['to thank personx'],['responsible'],['none'],['to be helpful'],['to have a reason'],['relieved'],['to tell everyone']
dia1135_utt61,['none'],['none'],['none'],['careless'],['gets dirty'],['none'],['none'],['upset'],['to eat']
dia1137_utt1,['none'],['none'],['none'],['dedicated'],['none'],['to be a good citizen'],['none'],['good'],['to be successful']
dia1137_utt3,['none'],['none'],['none'],['clean'],['gets dirty'],['to be clean'],['to clean up'],['clean'],['to clean up']
dia1137_utt4,['none'],['none'],['none'],['grateful'],['none'],['to show appreciation'],['none'],['happy'],['to be thanked']
dia1137_utt5,['none'],['none'],['none'],['scared'],['none'],['to be left alone'],['none'],['relieved'],['to leave']
dia1137_utt6,['none'],['none'],['none'],['excited'],['none'],['none'],['none'],['happy'],['to go home']
dia1137_utt7,['none'],['happy'],['to have fun'],['friendly'],['none'],['to have company'],['to call mike'],['happy'],['to have a good time']
dia1137_utt8,['none'],['happy'],['to go on another date'],['cute'],['gets a kiss'],['to be a matchmaker'],['to meet them'],['happy'],['to go on another date']
dia1137_utt10,['none'],['none'],['none'],['musical'],['gets tired'],['to be entertained'],['to learn how to play'],['happy'],['to play piano']
dia1137_utt11,['none'],['none'],['none'],['lonely'],['none'],['none'],['to have a relationship'],['sad'],['to move on']
dia1137_utt12,['none'],['none'],['none'],['outgoing'],['none'],['to have fun'],['to go to the party'],['happy'],['to go home']
dia1137_utt13,['none'],['none'],['none'],['friendly'],['none'],['to be nice'],['none'],['happy'],['to be a good host']
dia1137_utt14,['none'],['none'],['to listen to personx'],['rude'],['none'],['to entertain'],['to be a teacher'],['good'],['to play a song']
dia1137_utt15,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia1137_utt16,['none'],['none'],['none'],['studious'],['none'],['to be a musician'],['to have a keyboards'],['happy'],['to play keyboards']
dia1137_utt17,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia1137_utt18,['none'],['none'],['none'],['dumb'],['none'],['none'],['none'],['sad'],['to be successful']
dia1137_utt19,['none'],['sad'],['to move on'],['sad'],['none'],['to be alone'],['to have a relationship'],['sad'],['to move on']
dia1137_utt20,['none'],['none'],['none'],['confident'],['none'],['to be a good friend'],['none'],['happy'],['to be successful']
dia1137_utt21,['none'],['none'],['none'],['unsociable'],['none'],['none'],['none'],['sad'],['to leave']
dia1137_utt22,['none'],['none'],['none'],['chatty'],['none'],['to be heard'],['none'],['relieved'],['to leave']
dia1137_utt23,['none'],['none'],['none'],['talkative'],['none'],['none'],['none'],['relieved'],['to get to know each other']
dia1145_utt0,['none'],['none'],['none'],['similar'],['none'],['none'],['none'],['satisfied'],['to be a good example']
dia1145_utt1,['none'],['none'],['none'],['unskilled'],['none'],['none'],['none'],['sad'],['to be better']
dia1145_utt2,['none'],['none'],['none'],['talkative'],['none'],['to be heard'],['to be in a meeting'],['happy'],['to get a drink']
dia1145_utt3,['none'],['none'],['none'],['generous'],['none'],['to be helpful'],['none'],['happy'],['to give it to me']
dia1145_utt4,['none'],['none'],['none'],['confused'],['gets confused'],['none'],['none'],['confused'],['to ask questions']
dia1148_utt0,['none'],['none'],['none'],['helpful'],['none'],['to be helpful'],['none'],['happy'],['to do something else']
dia1148_utt1,['none'],['none'],['none'],['normal'],['none'],['to be normal'],['none'],['normal'],['to be a good person']
dia1148_utt2,['none'],['none'],['none'],['honest'],['none'],['none'],['none'],['honest'],['to be honest']
dia1148_utt3,['none'],['none'],['none'],['friendly'],['none'],['to be a good friend'],['none'],['happy'],['to be a good friend']
dia1148_utt4,['none'],['none'],['none'],['cautious'],['none'],['to be safe'],['to be in a bad mood'],['safe'],['to be safe']
dia1148_utt5,['none'],['none'],['none'],['careless'],['gets fired'],['none'],['none'],['guilty'],['to apologize']
dia1148_utt6,['none'],['none'],['none'],['considerate'],['none'],['to be polite'],['to have a phone'],['happy'],['to get a new job']
dia1148_utt7,['none'],['none'],['to be left alone'],['caring'],['none'],['to be nice'],['none'],['happy'],['to be a good son']
dia1148_utt8,['none'],['none'],['none'],['careless'],['none'],['none'],['none'],['annoyed'],['to get a drink']
dia1148_utt9,['none'],['none'],['none'],['busy'],['none'],['none'],['none'],['sad'],['to get back to work']
dia1148_utt10,['none'],['none'],['none'],['drunk'],['gets drunk'],['to go home'],['to go to the bar'],['sad'],['to go home']
dia1148_utt11,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia1148_utt12,['none'],['none'],['none'],['curious'],['none'],['none'],['none'],['good'],['to tell others']
dia1148_utt13,['none'],['none'],['none'],['fun'],['none'],['none'],['none'],['happy'],['to have fun']
dia1148_utt14,['none'],['none'],['none'],['happy'],['none'],['none'],['none'],['happy'],['to do it again']
dia1148_utt15,['none'],['none'],['to get away from him'],['mean'],['none'],['to be mean'],['none'],['happy'],['to get a drink']
dia1148_utt16,['none'],['none'],['none'],['careless'],['none'],['none'],['none'],['confused'],['to get a drink']
dia1148_utt17,['none'],['none'],['none'],['thoughtful'],['none'],['none'],['none'],['happy'],['to be left alone']
dia1156_utt0,['none'],['none'],['none'],['curious'],['none'],['none'],['none'],['happy'],['to have fun']
dia1156_utt1,['none'],['none'],['none'],['efficient'],['none'],['none'],['none'],['satisfied'],['to be successful']
dia1156_utt2,['none'],['none'],['none'],['old'],['none'],['none'],['none'],['sad'],['to buy a new car']
dia1156_utt3,['none'],['none'],['none'],['irresponsible'],['none'],['to have sex'],['to buy a condom'],['nervous'],['to use it']
dia1156_utt4,['none'],['none'],['none'],['hardworking'],['none'],['to be productive'],['none'],['tired'],['to get a promotion']
dia1156_utt5,['none'],['none'],['none'],['confused'],['none'],['none'],['none'],['confused'],['to be left alone']
dia1156_utt6,['none'],['none'],['none'],['responsible'],['none'],['to be polite'],['to have a dress'],['happy'],['to go home']
dia1156_utt7,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia1158_utt0,['none'],['none'],['none'],['slow'],['none'],['none'],['none'],['happy'],['to be a good friend']
dia1158_utt1,['none'],['none'],['none'],['playful'],['none'],['none'],['none'],['happy'],['to get a drink']
dia1158_utt2,['none'],['none'],['none'],['mean'],['none'],['none'],['none'],['happy'],['to be a good girl']
dia1158_utt3,['none'],['none'],['none'],['calm'],['none'],['to be nice'],['none'],['happy'],['to go to the store']
dia1158_utt4,['none'],['none'],['none'],['lucky'],['none'],['none'],['none'],['happy'],['to celebrate']
dia1158_utt5,['none'],['none'],['none'],['lonely'],['cries'],['none'],['none'],['sad'],['to call']
dia1158_utt6,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia1158_utt7,['none'],['none'],['none'],['careless'],['none'],['none'],['none'],['sad'],['to get a new job']
dia1158_utt9,['none'],['none'],['none'],['interested'],['none'],['none'],['none'],['happy'],['to be successful']
dia1158_utt10,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia1158_utt11,['none'],['none'],['none'],['loving'],['none'],['none'],['none'],['happy'],['to be happy']
dia1158_utt12,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia1158_utt13,['none'],['none'],['none'],['informed'],['none'],['none'],['none'],['surprised'],['to tell someone']
dia1158_utt14,['none'],['none'],['none'],['thoughtful'],['none'],['to be more informed'],['none'],['happy'],['to make a decision']
dia1158_utt15,['none'],['none'],['none'],['smart'],['none'],['none'],['none'],['sad'],['to get a raise']
dia1158_utt16,['none'],['none'],['none'],['untrustworthy'],['none'],['none'],['none'],['satisfied'],['to be a good listener']
dia1158_utt17,['none'],['none'],['none'],['talented'],['gets tired'],['to have fun'],['to learn dancing'],['happy'],['to dance']
dia1158_utt18,['none'],['none'],['none'],['a follower'],['none'],['none'],['none'],['none'],['to be a success']
dia1158_utt19,['none'],['none'],['none'],['determined'],['none'],['to be a good person'],['none'],['happy'],['to get a drink']
dia1158_utt20,['none'],['none'],['none'],['lucky'],['none'],['none'],['none'],['happy'],['to buy something']
dia1165_utt0,['none'],['grateful'],['none'],['responsible'],['none'],['to be helpful'],['to have a job'],['happy'],['to go home']
dia1165_utt2,['none'],['none'],['none'],['adventurous'],['none'],['none'],['none'],['happy'],['to go to the beach']
dia1165_utt3,['none'],['none'],['none'],['uninformed'],['none'],['none'],['none'],['sad'],['to get rid of me']
dia1165_utt4,['none'],['none'],['none'],['disgusted'],['none'],['none'],['none'],['disgusted'],['to leave']
dia1165_utt5,['none'],['none'],['none'],['mean'],['none'],['none'],['none'],['annoyed'],['to get a job']
dia1165_utt6,['none'],['none'],['none'],['careless'],['none'],['none'],['none'],['bad'],['to get a drink']
dia1165_utt7,['none'],['grateful'],['to thank personx'],['generous'],['none'],['to be helpful'],['none'],['helpful'],['to be generous']
dia1165_utt8,['none'],['happy'],['to thank personx'],['helpful'],['none'],['to be a good parent'],['to have sex'],['happy'],['to have a baby']
dia1165_utt9,['none'],['none'],['to get away from him'],['mean'],['none'],['to be alone'],['to have a reason to shut off the radio'],['relieved'],['to be heard']
dia1165_utt10,['none'],['none'],['none'],['unqualified'],['gets a new job'],['none'],['none'],['nervous'],['to get a new job']
dia1165_utt11,['none'],['none'],['none'],['mean'],['none'],['none'],['none'],['bad'],['to get a new job']
dia1165_utt12,['none'],['none'],['none'],['helpful'],['none'],['to be helpful'],['none'],['happy'],['to get me to do something']
dia1165_utt13,['none'],['none'],['none'],['curious'],['none'],['none'],['none'],['happy'],['to talk']
dia1165_utt14,['none'],['none'],['none'],['confused'],['none'],['none'],['none'],['sad'],['to ask for a ride']
dia1165_utt15,['none'],['none'],['none'],['proud'],['none'],['none'],['none'],['happy'],['to be successful']
dia1165_utt18,['none'],['none'],['none'],['powerful'],['none'],['none'],['none'],['happy'],['to be the best']
dia1165_utt19,['none'],['none'],['none'],['responsible'],['none'],['to be back'],['to be in a meeting'],['happy'],['to go home']
dia1165_utt20,['none'],['none'],['none'],['excited'],['none'],['to be productive'],['none'],['happy'],['to get a drink']
dia1165_utt21,['none'],['none'],['none'],['dumb'],['none'],['none'],['none'],['happy'],['to be a hero']
dia1177_utt0,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia1177_utt1,['none'],['none'],['none'],['quiet'],['none'],['to be quiet'],['none'],['interested'],['to be noticed']
dia1177_utt2,['none'],['none'],['none'],['creepy'],['gets slapped'],['none'],['none'],['embarrassed'],['to look away']
dia1177_utt3,['none'],['none'],['none'],['attractive'],['none'],['none'],['none'],['happy'],['to get a date']
dia1177_utt4,['none'],['none'],['none'],['ugly'],['none'],['none'],['none'],['happy'],['to be noticed']
dia1177_utt5,['none'],['none'],['none'],['smart'],['none'],['none'],['none'],['happy'],['to be right']
dia1177_utt6,['none'],['none'],['none'],['attractive'],['gets a job'],['none'],['none'],['happy'],['to find someone']
dia1177_utt7,['none'],['none'],['none'],['proud'],['none'],['none'],['none'],['happy'],['to be successful']
dia1177_utt8,['none'],['none'],['none'],['understanding'],['none'],['none'],['none'],['happy'],['to be a good friend']
dia1177_utt9,['none'],['none'],['none'],['caring'],['none'],['to be a good person'],['none'],['happy'],['to be a good friend']
dia1177_utt10,['none'],['none'],['to listen'],['interested'],['none'],['to be helpful'],['to have a baby'],['happy'],['to ask me questions']
dia1177_utt11,['none'],['none'],['none'],['bad'],['none'],['none'],['none'],['sad'],['to improve']
dia1177_utt12,['none'],['none'],['none'],['pleased'],['none'],['none'],['none'],['happy'],['to eat it']
dia1177_utt13,['none'],['none'],['none'],['stubborn'],['none'],['to not be disappointed'],['none'],['happy'],['to be successful']
dia1177_utt14,['none'],['none'],['none'],['patient'],['none'],['none'],['to look for one'],['happy'],['to get a nanny job']
dia1177_utt15,['none'],['none'],['none'],['stubborn'],['none'],['to be alone'],['none'],['sad'],['to be alone']
dia1177_utt16,['none'],['none'],['none'],['smart'],['none'],['none'],['none'],['satisfied'],['to be heard']
dia1177_utt17,['none'],['none'],['none'],['capable'],['none'],['to be a good host'],['none'],['happy'],['to be a good host']
dia1177_utt18,['none'],['none'],['to be with someone else'],['demanding'],['none'],['to be with her'],['to be with her'],['happy'],['to be with her']
dia1177_utt19,['none'],['none'],['none'],['eager'],['none'],['to be with me'],['to be with me'],['happy'],['to be a good friend']
dia1177_utt20,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia1177_utt21,['none'],['grateful'],['none'],['helpful'],['none'],['to be helpful'],['to drive to my house'],['happy'],['to go to bed']
dia1179_utt0,['none'],['none'],['none'],['ready'],['none'],['to be with friends'],['none'],['happy'],['to go to the store']
dia1179_utt1,['none'],['none'],['none'],['healthy'],['gets exercise'],['to get exercise'],['to put on shoes'],['refreshed'],['to get exercise']
dia1179_utt3,['none'],['none'],['none'],['thoughtful'],['none'],['none'],['none'],['confused'],['to be heard']
dia1179_utt4,['none'],['none'],['none'],['thoughtful'],['none'],['none'],['none'],['happy'],['to be correct']
dia1179_utt5,['none'],['none'],['none'],['curious'],['none'],['none'],['none'],['happy'],['to get a massage']
dia1179_utt6,['none'],['none'],['none'],['curious'],['none'],['none'],['none'],['happy'],['to be a better person']
dia1179_utt7,['none'],['none'],['none'],['brave'],['none'],['to be a good nanny'],['none'],['happy'],['to be a good nanny']
dia1190_utt0,['none'],['none'],['none'],['untrustworthy'],['none'],['none'],['none'],['happy'],['to be with someone else']
dia1190_utt1,['none'],['none'],['none'],['confident'],['none'],['none'],['none'],['happy'],['to laugh']
dia1190_utt2,['none'],['none'],['none'],['talented'],['none'],['to be a rock star'],['none'],['happy'],['to be a rock star']
dia1190_utt3,['none'],['none'],['none'],['selfish'],['none'],['none'],['none'],['happy'],['to go somewhere']
dia1190_utt4,['none'],['none'],['none'],['scared'],['none'],['none'],['none'],['scared'],['to be safe']
dia1190_utt5,['none'],['none'],['none'],['dumb'],['none'],['none'],['none'],['sad'],['to practice']
dia1206_utt0,['none'],['none'],['none'],['emotional'],['none'],['none'],['none'],['sad'],['to stop crying']
dia1206_utt1,['none'],['none'],['none'],['uninspired'],['none'],['none'],['none'],['sad'],['to get a new job']
dia1206_utt2,['none'],['none'],['none'],['emotional'],['none'],['none'],['none'],['sad'],['to be comforted']
dia1206_utt3,['none'],['none'],['none'],['sorry'],['none'],['none'],['none'],['sorry'],['to apologize']
dia1206_utt4,['none'],['none'],['none'],['unromantic'],['none'],['none'],['none'],['nervous'],['to get married']
dia1206_utt5,['none'],['none'],['none'],['determined'],['none'],['to be with friends'],['none'],['happy'],['to be a good friend']
dia1206_utt6,['none'],['none'],['none'],['religious'],['none'],['to be nice'],['none'],['happy'],['to pray']
dia1210_utt0,['none'],['none'],['none'],['happy'],['none'],['to eat'],['to have a recipe'],['happy'],['to eat the dessert']
dia1210_utt1,['none'],['none'],['none'],['greedy'],['none'],['to eat'],['none'],['happy'],['to eat']
dia1210_utt2,['none'],['none'],['none'],['confident'],['none'],['to be a good friend'],['none'],['relieved'],['to be successful']
dia1210_utt3,['none'],['none'],['none'],['sad'],['none'],['none'],['none'],['sad'],['to get a drink']
dia1210_utt4,['none'],['none'],['none'],['fat'],['gets fat'],['none'],['none'],['ashamed'],['to eat']
dia1219_utt0,['none'],['none'],['to tell others'],['dumb'],['none'],['to keep a secret'],['none'],['relieved'],['to tell me']
dia1219_utt2,['none'],['none'],['none'],['talented'],['none'],['none'],['none'],['proud'],['to be praised']
dia1219_utt3,['none'],['none'],['none'],['patient'],['none'],['to be nice'],['none'],['happy'],['to celebrate']
dia1224_utt0,[''],['none'],['to get away from personx'],['mean'],['none'],['to be mean'],['to be in a relationship with persony'],['relieved'],['to tell persony']
dia1224_utt1,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia1225_utt0,['none'],['none'],['none'],['cool'],['none'],['none'],['none'],['happy'],['to impress others']
dia1225_utt2,['none'],['none'],['none'],['mean'],['none'],['none'],['none'],['happy'],['to be understood']
dia1225_utt4,['none'],['none'],['none'],['dumb'],['none'],['none'],['none'],['stupid'],['to get a better job']
dia1225_utt5,['none'],['grateful'],['none'],['helpful'],['none'],['to be helpful'],['none'],['helpful'],['to help']
dia1225_utt6,['none'],['none'],['none'],['mean'],['none'],['none'],['none'],['sad'],['to apologize']
dia1225_utt7,['none'],['none'],['none'],['curious'],['none'],['to be in charge'],['none'],['happy'],['to have fun']
dia1225_utt9,['none'],['none'],['to have a baby'],['stubborn'],['none'],['to be alone'],['none'],['sad'],['to get a divorce']
dia1225_utt10,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia1225_utt11,['none'],['happy'],['none'],['loving'],['none'],['to be with someone'],['to meet someone'],['happy'],['to have a wedding']
dia1225_utt12,['none'],['happy'],['to have a baby'],['loving'],['gets a ring'],['to be with someone'],['to meet someone'],['happy'],['to have a wedding']
dia1225_utt13,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia1225_utt14,['none'],['none'],['none'],['smart'],['none'],['to be a good listener'],['none'],['satisfied'],['to be successful']
dia1225_utt16,['none'],['none'],['none'],['responsible'],['none'],['to be a good person'],['none'],['happy'],['to be a good friend']
dia1225_utt17,['none'],['none'],['to get married'],['nervous'],['none'],['to be with someone else'],['none'],['happy'],['to get married']
dia1225_utt18,['none'],['none'],['none'],['uninformed'],['none'],['none'],['none'],['disappointed'],['to get it']
dia1225_utt19,['none'],['loved'],['to have a baby'],['loving'],['none'],['to be with me forever'],['none'],['happy'],['to have a family']
dia1225_utt20,['none'],['none'],['none'],['unskilled'],['none'],['none'],['none'],['sad'],['to be left alone']
dia1225_utt21,['none'],['none'],['none'],['scared'],['none'],['none'],['none'],['none'],['to move in']
dia1225_utt22,['none'],['none'],['none'],['ignorant'],['none'],['none'],['none'],['confused'],['to be left alone']
dia1225_utt23,['none'],['none'],['to be happy'],['open'],['none'],['to be with someone else'],['to have a relationship'],['happy'],['to get married']
dia1225_utt24,['none'],['none'],['none'],['determined'],['none'],['to be different'],['none'],['happy'],['to be a good person']
dia1225_utt25,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia1225_utt26,['none'],['none'],['none'],['unskilled'],['none'],['none'],['none'],['happy'],['to be successful']
dia1225_utt27,['none'],['none'],['none'],['lonely'],['none'],['none'],['none'],['happy'],['to be with someone']
dia1225_utt28,['none'],['none'],['none'],['determined'],['none'],['none'],['none'],['relieved'],['to be successful']
dia1225_utt29,['none'],['none'],['none'],['stubborn'],['none'],['none'],['none'],['relieved'],['to be successful']
dia1225_utt30,['none'],['none'],['none'],['anxious'],['none'],['none'],['none'],['sad'],['to get a new job']
dia1225_utt31,['none'],['none'],['none'],['organized'],['none'],['to be organized'],['none'],['relieved'],['to go to the store']
dia1225_utt32,['none'],['none'],['none'],['calm'],['none'],['to be nice'],['none'],['relieved'],['to be a good friend']
dia1225_utt33,['none'],['none'],['none'],['polite'],['none'],['none'],['none'],['good'],['to go home']
dia1225_utt34,['none'],['none'],['none'],['sorry'],['none'],['none'],['none'],['sad'],['to apologize']
dia1225_utt35,['none'],['none'],['none'],['sorry'],['none'],['none'],['none'],['sad'],['to apologize']
dia1225_utt36,['none'],['none'],['none'],['happy'],['none'],['none'],['none'],['happy'],['to be happy']
dia1225_utt37,['none'],['none'],['none'],['stubborn'],['none'],['none'],['none'],['uncomfortable'],['to get a new chair']
